number,name,x,y,z
54293,图们,129.8329926,42.95000076,141
54362,通化县,125.75,41.66669846,373.2999878
54363,通化,125.9000015,41.68333435,402.8999939
54371,白山,126.4333344,41.93333435,521
54374,临江,126.9166641,41.79999924,332.7000122
54377,集安,126.1500015,41.09999847,177.6999969
54386,长白,128.1833344,41.41666794,775
58012,丰县,116.5830002,34.68330002,40.59999847
58013,沛县,116.9169998,34.71670151,36.70000076
58026,邳县,117.8499985,34.29999924,24
58027,徐州,117.1500015,34.28333282,41.20000076
58028,徐州农试站,117.1500015,34.28329849,99.98999786
58035,新沂,118.3499985,34.34999847,29.39999962
58036,东海,118.7330017,34.51670074,35.20000076
58038,沭阳,118.75,34.09999847,8.800000191
58040,赣榆,119.1166687,34.83333206,3.299999952
58041,西连岛,119.4333344,34.78333282,27
58044,连云港,119.1669998,34.58330154,4.099999905
58045,响水,119.5999985,34.21670151,4
58046,燕尾港,119.7829971,34.48329926,5
58047,灌云,119.2330017,34.29999924,5
58048,灌南,119.3499985,34.09999847,6
58049,滨海,119.8170013,34.03329849,4.5
58130,睢宁,117.9169998,33.88330078,23.5
58131,宿迁,118.2330017,33.95000076,28.10000038
58132,泗阳,118.7170029,33.70000076,15.60000038
58135,泗洪,118.2170029,33.45000076,17
58138,盱眙,118.5166702,32.98333359,40.79999924
58139,洪泽,118.8499985,33.29999924,19.60000038
58140,涟水,119.2669983,33.78329849,10.19999981
58141,淮安,119.0166702,33.63333511,14.39999962
58143,阜宁,119.8000031,33.79999924,3.099999905
58144,淮阴(清江),119.0333328,33.59999847,17.5
58145,淮安,119.1669998,33.53329849,8.300000191
58146,建湖,119.8170013,33.48329926,3.400000095
58147,金湖,119.0329971,33.03329849,10.89999962
58148,宝应,119.3000031,33.23329926,8.399999619
58150,射阳,120.25,33.76666641,2
58151,盐城,120.1330032,33.38330078,3.400000095
58154,盐城郊区,120.1500015,33.38330078,3.099999905
58158,大丰,120.4830017,33.20000076,7.300000191
58235,六合,118.8330002,32.34999847,14.10000038
58237,江浦,118.6169968,32.04999924,9.800000191
58238,南京,118.8000031,32,7.099999905
58239,邗江,119.4000015,32.38330078,11.10000038
58241,高邮,119.4499969,32.79999924,5.400000095
58242,仪征,119.1669998,32.28329849,14.89999962
58243,兴化,119.8330002,32.93330002,7.300000191
58244,江都,119.5670013,32.45000076,10.30000019
58245,扬州,119.4169998,32.41669846,14.69999981
58246,泰州,119.9329987,32.5,6.599999905
58247,扬中,119.8170013,32.25,5.800000191
58248,镇江,119.4670029,32.25,26
58249,泰兴,120,32.20000076,7
58250,泰县,120.1500015,32.51670074,6.300000191
58251,东台,120.3166656,32.86666489,4.300000191
58252,丹徒,119.4670029,32.18330002,28.79999924
58254,海安,120.4499969,32.53329849,5.199999809
58255,如皋,120.5670013,32.38330078,5.800000191
58257,靖江,120.2669983,32,8.5
58259,南通,120.8833313,31.98333359,6.099999905
58264,如东,121.1829987,32.33330154,4.599999905
58265,吕泗,121.5999985,32.06666565,5.5
58268,南通县,121.0830002,32.09999847,5.400000095
58269,启东,121.6669998,31.79999924,8.699999809
58333,江宁,118.8499985,31.95000076,24.39999962
58339,高淳,118.8830032,31.31669998,15.30000019
58340,溧水,119.0329971,31.66670036,17.5
58341,丹阳,119.5830002,31.98329926,9.300000191
58342,金坛,119.5500031,31.75,10.10000038
58343,常州,119.9833298,31.88333321,4.400000095
58344,句容,119.1669998,31.95000076,27.10000038
58345,溧阳,119.4833298,31.43333244,7.699999809
58346,宜兴,119.8170013,31.36669922,7.699999809
58349,吴县,120.6330032,31.26670074,5.599999905
58351,江阴,120.2669983,31.88330078,9.699999809
58352,常熟,120.7330017,31.64999962,5.400000095
58353,张家港,120.5500031,31.86669922,7.5
58354,无锡,120.3170013,31.58329964,11.39999962
58356,昆山,120.9499969,31.41670036,8.600000381
58357,苏州,120.6330032,31.31669998,10.69999981
58358,吴县东山,120.4333344,31.06666756,17.5
58359,吴江,120.6330032,31.14999962,9
58360,海门,121.1999969,31.89999962,5.5
58377,太仓,121.0999985,31.4666996,6.300000191
57598,修水,114.5833359,29.03333282,146.8000031
57694,铜鼓,114.3830032,28.5333004,256.2000122
57696,宜丰,114.7829971,28.39999962,88.40000153
57698,万载,114.4499969,28.11669922,99.5
57699,上高,114.9169998,28.23329926,66.59999847
57786,萍乡,113.8499985,27.64999962,110
57789,莲花,113.9499969,27.13330078,181.3999939
57792,分宜,114.6829987,27.81669998,96.09999847
57793,宜春,114.3833313,27.79999924,131.3000031
57796,新余,114.9329987,27.79999924,79
57797,吉安县,114.9169998,27.04999924,65
57798,安福,114.5999985,27.39999962,85.69999695
57799,吉安,114.9166641,27.04999924,71.19999695
57883,宁冈,113.9666672,26.71666718,263.1000061
57891,永新,114.25,26.93330002,144.6000061
57894,井冈山,114.1666641,26.58333397,843
57895,万安,114.6669998,26.4666996,96.80000305
57896,遂川,114.5,26.33333397,126.0999985
57899,泰和,114.9169998,26.79999924,61.79999924
57990,崇义,114.3000031,25.70000076,247.1999969
57991,上犹,114.5500031,25.79999924,140.8000031
57992,南康,114.75,25.66670036,127
57993,赣州(赣县),115,25.86666679,137.5
57994,大余,114.3499985,25.39999962,213.6999969
57995,信丰,114.9329987,25.39999962,163.5
58502,九江,116,29.73333359,36.09999847
58503,瑞昌,115.6669998,29.68330002,22.79999924
58506,庐山,115.9833298,29.58333397,1164.5
58507,武安,115.0999985,29.2833004,76.5
58508,德安,115.7669983,29.33329964,42.90000153
58509,永修,115.8170013,29.04999924,36.79999924
58510,湖口,116.2330017,29.73329926,40.90000153
58512,彭泽,116.5500031,29.89999962,25.10000038
58514,星子,116.0500031,29.45000076,35.59999847
58517,都昌,116.1999969,29.26670074,35.90000153
58518,棠荫,116.3669968,29.08329964,23.39999962
58519,鄱阳(波阳),116.6833344,29,40.09999847
58527,景德镇,117.1999969,29.29999924,61.5
58529,婺源,117.8499985,29.26670074,82
58600,靖安,115.3669968,28.86669922,79.5
58601,奉新,115.3830032,28.70000076,53.29999924
58602,安义,115.5500031,28.85000038,38.90000153
58605,高安,115.3830032,28.41670036,45.70000076
58606,南昌,115.9166641,28.60000038,46.90000153
58607,南昌县,115.9499969,28.54999924,28.70000076
58608,樟树,115.5500031,28.06666756,30.39999962
58609,丰城,115.8170013,28.2166996,26.89999962
58611,康山,116.4169998,28.88330078,25.5
58612,余干,116.6829987,28.70000076,22
58614,进贤,116.2669983,28.38330078,31.10000038
58615,万年,117.0830002,28.68330002,55.5
58616,余江,116.8170013,28.20000076,41
58617,抚州,116.3669968,28,47.29999924
58618,东乡,116.5999985,28.23329926,51.29999924
58620,乐平,117.1330032,28.9666996,35
58622,德兴,117.5830002,28.95000076,77.09999847
58623,上饶县,117.9169998,28.4666996,84.90000153
58624,弋阳,117.4329987,28.39999962,59.5
58625,横峰,117.5999985,28.41670036,79.19999695
58626,贵溪,117.2166672,28.29999924,51.20000076
58627,鹰潭镇,117.0329971,28.25,54.59999847
58629,铅山,117.6999969,28.31669998,57.5
58634,玉山,118.25,28.68333244,116.3000031
58635,广丰,118.1999969,28.43330002,96.09999847
58637,上饶,117.9830017,28.45000076,114.9000015
58693,新建,115.8330002,28.70000076,37.90000153
58701,新干,115.4000015,27.76670074,44.5
58704,峡江,115.1669998,27.56669998,49.5
58705,永丰,115.4169998,27.33329964,87.69999695
58706,乐安,115.8330002,27.43330002,184.8000031
58707,吉水,115.1330032,27.2166996,115.0800018
58710,崇仁,116.0500031,27.76670074,75.59999847
58712,黎川,116.9329987,27.29999924,130.6000061
58713,资溪,117.0670013,27.7166996,220.6000061
58714,宜黄,116.2170029,27.54999924,88.30000305
58715,南城,116.6500015,27.58333397,80.80000305
58718,南丰,116.5329971,27.2166996,106.5
58719,黎川,116.9333344,27.29999924,131
58804,兴国,115.3499985,26.35000038,148.8000031
58806,宁都,116.0169983,26.48329926,210.1000061
58813,广昌,116.3333359,26.85000038,143.8000031
58814,石城,116.3499985,26.35000038,230.6999969
58900,赣县,115,25.86669922,130.6000061
58903,瑞金,116.0329971,25.86669922,194.1000061
58905,于都,115.4169998,25.9666996,132.6000061
58906,会昌,115.8000031,25.60000038,167.8999939
58907,安远,115.4000015,25.14999962,288.2999878
59091,全南,114.5329971,24.75,253.3999939
59092,龙南,114.8170013,24.91670036,206.5
59093,定南,115.0329971,24.7833004,251.5
59102,寻乌,115.6500015,24.95000076,303.8999939
54236,彰武,122.5333328,42.41666794,79.40000153
54237,阜新县,121.7166672,42.08333206,166.8000031
54254,开原,124.0500031,42.53333282,98.19999695
54259,清原,124.9166641,42.09999847,237.1999969
54324,朝阳,120.4499969,41.54999924,169.8999939
54326,建平县(叶百寿),119.6999969,41.38333511,422
54333,新民,122.8333359,41.98333359,30.70000076
54335,黑山,122.0833359,41.68333435,37.5
54337,锦州,121.1166687,41.13333511,65.90000153
54339,鞍山,123,41.08333206,77.30000305
54342,沈阳,123.4499969,41.73333359,44.70000076
54346,本溪,123.7833328,41.31666565,185.3999939
54351,抚顺(章党),124.0833359,41.91666794,118.5
54365,桓仁,125.3499985,41.28333282,245.5
54454,绥中,120.3499985,40.34999847,15.30000019
54455,兴城,120.6999969,40.58333206,10.5
54471,营口,122.2666702,40.66666794,3.299999952
54476,熊岳,122.1500015,40.16666794,20.39999962
54483,草河口,123.9000015,40.88333511,233.3999939
54486,岫岩,123.2833328,40.28333282,79.80000305
54493,宽甸,124.7833328,40.71666718,260.1000061
54497,丹东,124.3333359,40.04999924,13.80000019
54563,瓦房店,122.0166702,39.63333511,118.6999969
54575,皮口,122.3666687,39.41666794,43.20000076
54579,长海,122.5833359,39.26666641,35.5
54584,庄河,122.9499969,39.71666718,34.79999924
54590,东港,124.1666641,39.88333511,4.199999809
54662,大连,121.6333313,38.90000153,91.5
54243,昌图,124.1169968,42.78329849,165
54244,康平,123.3330002,42.75,119.5999985
54245,法库,123.4000015,42.5,98.59999847
54247,于洪,123.25,41.79999924,37
54248,新城子,123.5329971,42.03329849,62.79999924
54249,铁岭,123.8669968,42.29999924,83.30000305
54252,西丰,124.75,42.73329926,197.3999939
54321,建平,119.6330032,41.86669922,661.5999756
54323,北票,120.75,41.81669998,177.6000061
54325,羊山,120.3499985,41.18330002,140.6999969
54327,凌源,119.3499985,41.23329926,417.5
54328,喀左,119.7170029,41.08330154,298.2999878
54330,锦县,121.3669968,41.31669998,28.29999924
54331,北镇,121.7669983,41.58330154,69.19999695
54332,辽中,122.7170029,41.51670074,20.60000038
54334,义县,121.2330017,41.51670074,87
54336,台安,122.4329987,41.38330078,8.5
54338,盘锦,122.0169983,41.18330002,4.599999905
54340,苏家屯,123.3170013,41.65000153,35
54345,辽阳县,123.0670013,41.20000076,30.5
54347,辽阳,123.1669998,41.23329926,25.70000076
54348,灯塔,123.3170013,41.41669846,42.79999924
54349,本溪县,124.2829971,41.29999924,205.8000031
54353,新宾,125.0500031,41.73329926,328.7000122
54452,建昌,119.8170013,40.79999924,366.5
54453,锦西,120.8330002,40.76670074,26
54470,大洼,122.0670013,40.98329926,4.800000191
54472,海城,122.7170029,40.88330078,26.5
54474,盖县,122.3499985,40.41669846,31.10000038
54475,营口县,122.4830017,40.61669922,12.10000038
54494,凤城,124.0670013,40.46670151,74
54568,金州,121.6999969,39.08330154,14.30000019
54569,新金,121.9670029,39.40000153,32
54660,旅顺,121.2330017,38.81669998,62.40000153
58590,东沟,124.1500015,39.88330078,8.100000381
50425,额尔古纳,120.1833344,50.25,581.4000244
50431,额尔古纳左旗,121.5169983,50.78329849,981.2999878
50434,图里河,121.6833344,50.48333359,732.5999756
50445,鄂伦春旗,123.7330017,50.58330154,424.7000122
50514,满洲里,117.4333344,49.56666565,661.7000122
50524,陈巴尔虎旗,119.4329987,49.31669998,577.5999756
50525,鄂温克旗,119.75,49.15000153,621.4000244
50526,牙克石,120.6999969,49.28329849,670
50527,呼伦贝尔(海拉尔),119.75,49.21666718,610.2000122
50548,小二沟,123.7166672,49.20000076,286.1000061
50603,新巴尔虎右旗,116.8166656,48.66666794,554.2000122
50618,新巴尔虎左旗,118.2666702,48.21666718,642
50632,博克图,121.9166641,48.76666641,739.7000122
50639,扎兰屯,122.7333298,48,306.5
50645,莫力达瓦旗,124.4830017,48.46670151,193.3999939
50647,阿荣旗,123.4830017,48.11669922,219.5
50727,阿尔山,119.9333344,47.16666794,997.2000122
50832,胡尔勒,122.0830002,46.71670151,334.2000122
50833,扎赉特旗,122.9000015,46.71670151,188.6000061
50834,索伦,121.2166672,46.59999847,499.7000122
50838,乌兰浩特,122.0500031,46.08333206,274.7000122
50913,乌拉盖,118.8000031,45.71670151,867.2999878
50915,东乌珠穆沁旗,116.9666672,45.51666641,838.9000244
50924,霍林郭勒,119.6666641,45.53333282,824
50928,巴雅尔吐胡硕,120.3330002,45.06669998,629.0999756
50934,突泉,121.5500031,45.40000153,306
50937,科尔沁右翼中旗,121.4670029,45.04999924,250.6000061
52267,额济纳旗,101.0666656,41.95000076,940.5
52343,吉诃德,99.90000153,41.93333435,965.5999756
52378,拐子湖,102.3666687,41.36666489,-960
52495,巴音诺尔公,104.8000031,40.16666794,1323.900024
52575,中泉子,102.6999969,39.29999924,1240.800049
52576,阿拉善右旗,101.6833344,39.21666718,1510.099976
52607,头道湖,105.1330032,38.04999924,1342.900024
53068,二连浩特,111.9666672,43.65000153,964.7000122
53083,那仁宝力格,114.1500015,44.61666489,1181.599976
53135,通辽,122.2669983,43.75,180.1000061
53149,满都拉,110.1333313,42.53333282,1225.199951
53192,阿巴嘎旗,114.9499969,44.01666641,1126.099976
53194,白日乌拉,114.4000015,43.36669922,1068.400024
53195,苏尼特左旗,113.6333313,43.86666489,1036.699951
53201,那日图,115.8000031,42.86669922,1293.5
53231,海力素,106.4000015,41.40000153,1509.599976
53272,苏尼特右旗,112.6500015,42.75,1103
53276,朱日和,112.9000015,42.40000153,1150.800049
53289,镶黄旗,113.8330002,42.23329926,1322.800049
53324,乌拉特后旗,106.9830017,41.45000076,1650.599976
53336,海流图(乌拉特中旗),108.5166702,41.56666565,1288
53337,五原,108.2669983,41.09999847,1024
53343,白云鄂博,109.9670029,41.76670074,1613
53348,大佘太,109.1330032,41.01670074,1080.300049
53352,达茂旗,110.4333344,41.70000076,1376.599976
53357,固阳,110.0500031,41.03329849,1361.400024
53362,四子王旗,111.6833344,41.53333282,1490.099976
53367,希拉穆仁,111.2330017,41.31669998,1603.199951
53367,托克托县,111.1833344,40.26666641,1016
53368,武川,111.4499969,41.09999847,1597.5
53378,察哈尔右翼中旗,112.6169968,41.26670074,1748.699951
53384,察哈尔右翼后旗,113.1829987,41.45000076,1424.5
53385,商都,113.5500031,41.56669998,1386.900024
53391,化德,114,41.90000153,1482.699951
53419,磴口,107,40.33330154,1055.699951
53420,杭锦后旗,107.1333313,40.90000153,1056.699951
53424,巴盟农试站,107.2330017,40.76670074,1039.800049
53433,乌拉特前旗,108.6500015,40.73329926,1022
53446,包头,109.8499985,40.66666794,1067.199951
53451,石拐,110.2669983,40.66669846,1240.699951
53455,土默特右旗,110.5329971,40.54999924,999.7000122
53457,达拉特旗,110.0329971,40.40000153,1012.200012
53463,呼和浩特,111.6833344,40.81666565,1063
53464,土默特左旗,111.1500015,40.68330002,1022
53466,呼和浩特市郊区,111.6999969,40.79999924,1052.400024
53467,托克托,111.1829987,40.26670074,1017.5
53469,和林格尔,111.8000031,40.38330078,1153.900024
53472,桌资,112.5670013,40.86669922,1453.199951
53475,凉城,112.5169983,40.51670074,1258.800049
53480,乌兰察布(集宁),113.0666656,41.03333282,1419.300049
53481,察哈尔右翼前旗,113.2170029,40.79999924,1317.699951
53483,兴和,113.8669968,40.88330078,1253.099976
53484,丰镇,113.0670013,40.45000076,1229.800049
53502,吉兰泰,105.75,39.78333282,-1031.800049
53505,锡林高勒,105.3830032,39.08330154,1235
53512,乌海,106.8000031,39.68330002,1092.5
53513,巴彦淖尔盟(临河),107.4166641,40.75,1039.300049
53522,伊克乌素,107.8499985,40.04999924,1184.599976
53529,鄂托克旗,107.9833298,39.09999847,1380.300049
53533,杭锦旗,108.7330017,39.84999847,1390.099976
53543,东胜,109.9833298,39.83333206,1461.900024
53545,伊金霍洛旗,109.7333298,39.56666565,1329.300049
53547,乌审召,109.0329971,39.09999847,1312.900024
53553,准格尔旗,110.8666687,39.66666794,1040.699951
53562,清水河,111.6669998,39.91669846,1190.800049
53602,阿拉善左旗,105.6666641,38.83333206,1561.400024
53644,乌审旗,108.8330002,38.59999847,1369.300049
53730,鄂托克前旗,107.4830017,38.18330002,1335
53732,河南,108.7170029,37.84999847,1210.800049
54001,伊和郭勒,115.1169968,44.71670151,1098.599976
54010,朝克乌拉,116.3669968,44.83330154,896
54012,西乌珠穆沁旗,117.5999985,44.58333206,995.9000244
54024,浩尔吐,119.3000031,44.45000076,670.7999878
54026,扎鲁特旗,120.9000015,44.56666565,265
54027,巴林左旗,119.4000015,43.98333359,486.2000122
54031,高力板,121.8170013,44.88330078,204.3999939
54039,舍伯吐,122.0169983,44.03329849,182.6999969
54047,科左中旗,123.3000031,44.13330078,146
54102,锡林浩特,116.1166687,43.95000076,1003
54103,通辽钱家店,122.5329971,43.73329926,166
54113,巴林右旗,118.6500015,43.53329849,623.2999878
54115,林西,118.0666656,43.59999847,799.5
54117,克什克腾旗,117.5329971,43.25,1004.5
54122,阿鲁科尔沁旗,120.0500031,43.88330078,374.8999939
54132,青龙山,121.0670013,42.40000153,400
54134,开鲁,121.2833328,43.59999847,241
54135,通辽,122.2666702,43.59999847,178.6999969
54204,正镶白旗,115,42.29999924,1347.800049
54205,正兰旗,115.9830017,42.25,1301
54208,多伦,116.4666672,42.18333435,1245.400024
54213,翁牛特旗,119.0166702,42.93333435,634.2999878
54214,岗子,118.4169998,42.58330154,960.7000122
54218,赤峰,118.9333344,42.26666641,568
54219,赤峰郊区站,118.9329987,42.26670074,568.9000244
54223,奈曼旗,120.6500015,42.84999847,363.6000061
54225,敖汉旗,119.9169998,42.28329849,588.7999878
54226,宝国吐,120.6999969,42.33333206,400.5
54231,科尔沁左翼后旗,122.3499985,42.96670151,249.3000031
54234,库伦旗,121.7829971,42.73329926,287.2999878
54305,大仆寺旗,115.2669983,41.88330078,1468.699951
54313,喀喇沁旗,118.6999969,41.93330002,737.4000244
54316,八里罕,118.75,41.51670074,679.2999878
54320,宁城,119.3499985,41.59999847,551.2999878
53517,石炭井,106.3333359,39.26666641,1465
53518,石咀山,106.3669968,39,1102
53519,惠农,106.7666702,39.21666718,1092.5
53610,灵武,106.3000031,38.11669922,1117.300049
53611,平罗,106.5500031,38.90000153,1099.900024
53612,吴忠,106.1829987,37.98329926,1129
53614,银川,106.2166672,38.48333359,1111.400024
53615,陶乐,106.6999969,38.79999924,1101.599976
53617,青铜峡,106.0670013,38.01670074,1132.199951
53618,永宁,106.25,38.25,1117.900024
53619,灵武,106.3000031,38.11666489,1116
53704,中卫,105.1833344,37.53333282,1225.699951
53705,中宁,105.6833344,37.48333359,1183.400024
53707,兴仁,105.25,36.93333435,1698
53723,盐池,107.3833313,37.79999924,1349.300049
53806,海原,105.6500015,36.56666565,1854.199951
53810,同心,105.9000015,36.96666718,1339.300049
53817,固原,106.2666702,36,1753
53881,韦州,106.4830017,37.28329849,1382.900024
53903,西吉,105.7166672,35.96666718,1916.5
53910,六盘山,106.1999969,35.66669846,2842.800049
53913,彭阳,106.6333313,35.84999847,1482
53914,隆德,106.1169968,35.61669922,2079.5
53916,泾源,106.3170013,35.5,1949
54707,兴仁堡,105.25,36.93330002,1698.800049
51886,茫崖,90.84999847,38.25,2944.800049
52602,冷湖,93.33333588,38.75,2770
52633,托勒,98.41666412,38.79999924,3367
52645,野牛沟,99.58333588,38.41666794,-3320
52657,祁连,100.25,38.18333435,2787.399902
52707,小灶火,93.68333435,36.79999924,2767
52713,大柴旦,95.3666687,37.84999847,3173.199951
52717,大柴旦,95.36669922,37.84999847,3174.199951
52737,海西州(德令哈),97.3666687,37.36666489,2981.5
52740,铁卜加,99.58329773,37.08330154,99.98999786
52745,天峻,99.03330231,37.29999924,3417.800049
52749,铁卜加,99.58329773,37.08330154,3270
52754,刚察,100.1333313,37.33333206,-3301.5
52765,门源,101.6166687,37.38333511,-2850
52815,察尔汉,95.30000305,36.79999924,2679.899902
52818,格尔木,94.90000153,36.41666794,2807.600098
52825,诺木洪,96.41666412,36.43333435,2790.399902
52833,乌兰,98.48332977,36.91666794,-2950
52835,香日德,97.80000305,36.06669998,2906.600098
52836,都兰,98.09999847,36.29999924,3191.100098
52842,茶卡,99.08333588,36.78333282,3087.600098
52853,海晏,100.9830017,36.91669846,3081
52853,海晏,100.9833298,36.91666794,3010
52854,江西沟,100.2669983,36.61669922,3240.399902
52855,湟源,101.2330017,36.68330002,2635.300049
52856,共和,100.6166687,36.26666641,2835
52859,本底台,100.9166641,36.29999924,3816
52863,互助,101.9499969,36.81669998,2480.800049
52866,西宁,101.75,36.71666718,2295.199951
52868,贵德,101.4333344,36.03333282,2237.100098
52869,湟中,101.5670013,36.51670074,2665.100098
52874,乐都,102.3830032,36.48329926,1981.900024
52875,海东,102.0999985,36.5,2125
52876,民和,102.8499985,36.31666565,1813.900024
52877,化隆,102.2669983,36.09999847,2835.699951
52908,伍道梁,93.08333588,35.21666718,4612.200195
52941,河卡,99.98329926,35.88330078,3246.600098
52943,兴海,99.98332977,35.58333206,3323.199951
52955,贵南,100.75,35.58333206,-3120
52957,同德,100.6500015,35.26666641,3289.399902
52963,尖扎,102.0329971,35.95000076,2085.600098
52968,泽库,101.4666672,35.03333282,3662.800049
52972,循化,102.5500031,35.83330154,2492.300049
52974,黄南(同仁),102.0166702,35.51666641,2491.399902
56004,托托河,92.43333435,34.21666718,4533.100098
56016,治多,95.59999847,33.84999847,4179
56018,杂多,95.30000305,32.90000153,4066.399902
56021,曲麻莱,95.78333282,34.13333511,4175
56029,玉树,97.01667023,33.01666641,3681.199951
56033,玛多,98.21666718,34.91666794,4272.299805
56034,清水河,97.1333313,33.79999924,4415.399902
56041,中心站,99.19999695,34.26666641,4211.100098
56043,果洛,100.25,34.46666718,3719
56045,甘德,99.90000153,33.96670151,4051
56046,达日,99.65000153,33.75,3967.5
56065,河南,101.5999985,34.73333359,-3500
56067,久治,101.4833298,33.43333435,3628.5
56125,囊谦,96.48332977,32.20000076,3643.699951
56151,班玛,100.75,32.93333435,-3530
54709,武城,116.0670013,37.21670151,27.20000076
54712,临邑,116.8669968,37.18330002,24
54714,德州,116.3166656,37.43333435,21.20000076
54715,陵县,116.5666656,37.33333206,18.60000038
54716,宁津,116.8000031,37.65000153,17.20000076
54717,吴桥,116.4000015,37.29999924,16.5
54718,平原,116.4329987,37.15000153,23
54722,无棣,117.5830002,37.76670074,7.699999809
54723,阳信,117.5670013,37.65000153,11
54724,商河,117.1669998,37.33330154,15.69999981
54725,惠民,117.5333328,37.48333359,11.69999981
54726,乐陵,117.1829987,37.71670151,12.69999981
54727,章丘,117.5670013,36.71670151,75.09999847
54728,庆云,117.3830032,37.76670074,9.300000191
54729,高青,117.7829971,37.16669846,14
54730,沾化,118.1169968,37.68330002,7.699999809
54731,利津,118.2330017,37.48329926,11.19999981
54732,河口,118.5329971,37.88330078,13
54734,惠民,118.0169983,37.36669922,11.39999962
54736,东营,118.6666641,37.43333435,6
54737,博兴,118.1330032,37.15000153,9.600000381
54738,广饶,118.3499985,37.04999924,-15.80000019
54739,胜利,118.4666672,37.45000076,6
54744,垦利,118.5329971,37.59999847,9.600000381
54749,莱州,119.9329987,37.18330002,48.90000153
54751,长岛,120.7166672,37.93333435,39.70000076
54752,蓬莱,120.7669983,37.79999924,48.40000153
54753,龙口,120.3166656,37.61666489,4.800000191
54755,招远,120.3830032,37.34999847,81.19999695
54759,栖霞,120.8170013,37.29999924,165.8999939
54764,烟台市福山,121.25,37.5,32.59999847
54765,烟台,121.4000015,37.53333282,46.70000076
54766,牟平,121.5830002,37.38330078,11.69999981
54774,威海,122.1333313,37.46666718,65.40000153
54776,成山头,122.6829987,37.40000153,47.5
54777,文登,122.0329971,37.18330002,56.20000076
54778,荣城,122.3830032,37.16669846,38.90000153
54802,临清,115.7170029,36.84999847,37.5
54803,夏津,115.9499969,36.91669846,37.70000076
54805,冠县,115.4499969,36.48329926,40.90000153
54806,聊城,115.9499969,36.41669846,34
54807,阳谷,115.8000031,36.13330078,44
54808,莘县(朝城),115.6666641,36.23333359,37.79999924
54810,高唐,116.2669983,36.86669922,28.29999924
54811,禹城,116.6330032,36.93330002,25
54812,齐河,116.75,36.78329849,23.60000038
54814,茌平,116.2170029,36.58330154,32.09999847
54815,东阿,116.2330017,36.34999847,36.59999847
54816,长青,116.7330017,36.59999847,45.40000153
54818,平阴,116.4329987,36.28329849,42.79999924
54819,肥城,116.7829971,36.18330002,108
54821,济阳,117.1169968,36.98329926,22.39999962
54822,邹平,117.7330017,36.90000153,24.79999924
54823,济南,117.0500031,36.59999847,170.3000031
54824,淄川,117.9499969,36.63333511,95
54825,博山,117.8330002,36.51670074,192.1000061
54826,泰山,117.0999985,36.25,1533.699951
54827,泰安,117.1500015,36.16666794,128.8000031
54828,莱芜,117.6500015,36.25,190.3000031
54829,周村,117.8669968,36.81669998,45.59999847
54830,淄博,118,36.83333206,34
54831,青州,118.4670029,36.70000076,111
54832,寿光,118.7170029,36.88330078,30.20000076
54833,桓台,118.0670013,36.95000076,22
54834,临淄,118.3330002,36.83330154,51.70000076
54835,临朐,118.5500031,36.5,110.4000015
54836,沂源,118.1500015,36.18333435,305.1000061
54837,昌乐,118.8330002,36.70000076,73.09999847
54839,马站,118.75,36.04999924,205.3000031
54841,昌邑,119.4000015,36.86669922,8.800000191
54842,平度,119.9329987,36.76670074,48.70000076
54843,潍坊(寒亭),119.1833344,36.75,22.20000076
54844,安邱,119.1829987,36.41669846,64.69999695
54846,高密,119.7170029,36.38330078,37.09999847
54848,诸城,119.4169998,35.98329926,95.5
54849,胶州,120,36.26670074,16.70000076
54851,莱西,120.4830017,36.86669922,56.20000076
54852,莱阳,120.7333298,36.96666718,54.40000153
54853,崂山,120.4169998,36.16669846,44.70000076
54855,即墨,120.4670029,36.38330078,26.20000076
54857,青岛,120.3333359,36.06666565,76
54861,乳山,121.4830017,36.90000153,38.40000153
54863,海阳,121.1833344,36.76666641,40.90000153
54868,千里岩,121.3833313,36.26666641,70.5
54871,石岛,122.4333344,36.91666794,4.800000191
54904,鄄城,115.5,35.58330154,51.40000153
54905,郓城,115.9169998,35.59999847,46.29999924
54906,荷泽,115.4333344,35.25,49.70000076
54907,鱼台,116.6500015,34.98329926,36.20000076
54908,东明,115.0830002,35.28329849,59.5
54909,定陶,115.5500031,35.09999847,50.5
54910,梁山,116.0830002,35.79999924,40.79999924
54911,东平,116.4499969,35.93330002,48.29999924
54912,汶上,116.4830017,35.71670151,47.90000153
54913,宁阳,116.8000031,35.75,61.20000076
54914,巨野,116.0999985,35.41669846,41.09999847
54915,济宁,116.5830002,35.43330002,45.20000076
54916,兖州,116.8499985,35.56666565,51.70000076
54917,金乡,116.3000031,35.09999847,41.29999924
54918,曲阜,116.9830017,35.59999847,69.09999847
54919,邹县,117,35.41669846,78.90000153
54920,泗水,117.2669983,35.65000153,110.4000015
54921,加祥,116.4329987,35.45000076,42.90000153
54922,新泰,117.7330017,35.90000153,199.1999969
54923,蒙阴,117.9169998,35.71670151,202.8999939
54925,平邑,117.6169968,35.5,167
54927,滕州,117.1330032,35.11669922,65.90000153
54929,费县,117.9499969,35.25,121.1999969
54932,沂水,118.6669998,35.79999924,160.6000061
54935,沂南,118.4670029,35.53329849,118.1999969
54936,莒县,118.8333359,35.58333206,107.4000015
54938,临沂,118.3499985,35.04999924,87.90000153
54939,南,118.8330002,35.25,113.0999985
